"date","home_team","away_team","home_prob","draw_prob","away_prob","mode_home","mode_away","mode_prob","over_prob","under_prob","home_CS","away_CS"
"1-Apr","Chelsea","Crystal Palace",0.837226012034762,0.105086998934776,0.0572378208999347,3,0,0.104172767459197,0.750252312083579,0.249747687916421,0.466690392767586,0.0424080007195723
"1-Apr","Burnley","Tottenham",0.31690942944461,0.302827714000641,0.380262826028846,0,1,0.139547976602205,0.337866077918863,0.662133922081137,0.336870374149948,0.380722934754377
"1-Apr","Liverpool","Everton",0.673247925558032,0.185561373974579,0.141165745793161,2,0,0.105138362192574,0.617543251548434,0.382456748451566,0.394404398431431,0.104617796430766
"1-Apr","Manchester Utd","West Bromwich",0.550727158377084,0.29978137169401,0.149491373656009,1,0,0.215917670154505,0.258507527341556,0.741492472658444,0.603403322225259,0.285322767417425
"1-Apr","Leicester City","Stoke City",0.529137941870815,0.238022122255964,0.232837830647524,1,1,0.112892955926129,0.5270325127949,0.4729674872051,0.346158774547097,0.178273824186875
"1-Apr","Southampton","Bournemouth",0.486426241735366,0.250003569020106,0.263569211988642,1,1,0.118831124073207,0.503350655690708,0.496649344309292,0.332821976543468,0.204430967337207
"1-Apr","Hull City","West Ham Utd",0.254273106148309,0.202398739176676,0.543305557311891,1,2,0.0898314209212575,0.717304855984211,0.282695144015789,0.107856309872426,0.22552901225759
"1-Apr","Watford","Sunderland",0.5280542375626,0.240113314236694,0.231830591186289,1,1,0.114065107620632,0.517209172699981,0.482790827300019,0.352493466005574,0.182361612386459
"2-Apr","Arsenal","Manchester City",0.306740903531626,0.231399550166513,0.46185661300399,1,1,0.104032961944011,0.614374417495316,0.385625582504684,0.170658120547508,0.245457130177747
"2-Apr","Swansea City","Middlesbrough",0.359840585983634,0.302618441017693,0.337540944878559,1,1,0.135141386541838,0.340589696855324,0.659410303144676,0.36409563323399,0.348724607913345
"4-Apr","Manchester Utd","Everton",0.492019718364427,0.295734234505761,0.212245950537173,1,0,0.17493420803455,0.315147469512108,0.684852530487892,0.488870976717001,0.285322767326195
"4-Apr","Watford","West Bromwich",0.401822612874775,0.270405064735345,0.327772121686439,1,1,0.128291887647812,0.450719420988253,0.549280579011747,0.312894357472978,0.267980522551473
"4-Apr","Burnley","Stoke City",0.618148807779759,0.232543529255826,0.14930557565491,1,0,0.151560189468217,0.438543754766458,0.561456245233542,0.493003415221682,0.17827382738087
"4-Apr","Leicester City","Sunderland",0.603317313042822,0.228861358281465,0.167818472466252,1,0,0.132568253103752,0.481279883400061,0.518720116599939,0.442176722671566,0.168166615444886
"5-Apr","Chelsea","Manchester City",0.572992288091673,0.218557235338381,0.208444031932806,1,1,0.101943180652619,0.584146940817509,0.415853059182491,0.336868213459429,0.143005414540078
"5-Apr","Swansea City","Tottenham",0.101700160126809,0.14654758553063,0.751624304249817,0,2,0.0969354644066514,0.704608336032285,0.295391663967715,0.0658653574009288,0.39775596831486
"5-Apr","Liverpool","Bournemouth",0.851270670209727,0.0929695697792242,0.0547425773852266,3,0,0.08990878517129,0.81182547883975,0.18817452116025,0.416177023354276,0.0302265536921681
"5-Apr","Arsenal","West Ham Utd",0.56530192451918,0.20310887934008,0.231569623497241,2,1,0.0937523017145149,0.68835110009849,0.31164889990151,0.257803625975009,0.111388064909029
"5-Apr","Southampton","Crystal Palace",0.347589812446182,0.253637254128217,0.398772378280963,1,1,0.119821484300733,0.524665351431264,0.475334648568736,0.235995494061758,0.264088004602293
"5-Apr","Hull City","Middlesbrough",0.381928928386677,0.335165945794877,0.282905118890383,0,0,0.177686412145384,0.250115516889257,0.749884483110743,0.460891321130974,0.38552778663382
